#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: ef1.png (1020 x 904)
# $TexturePacker:SmartUpdate:6584b9b1d954c4f2f6c058e3676b7f9a:274b2a635e7371b5518dd0117cfbe393:599f33db16f6751d25a88f09e3328e45$
#

Effect/Bullet/171;0;852;842;11;11;11;11;0.5;0.5
Effect/Bullet/172;0;1014;285;5;5;5;5;0.5;0.5
Effect/Bullet/173;0;851;855;11;11;11;11;0.5;0.5
Effect/Bullet/174;0;851;868;11;11;11;11;0.5;0.5
Effect/Bullet/175;0;851;881;11;11;11;11;0.5;0.5
Effect/Bullet/176;0;865;844;11;11;11;11;0.5;0.5
Effect/Bullet/177;0;867;829;13;13;13;13;0.5;0.5
Effect/Bullet/178;0;1014;292;5;5;5;5;0.5;0.5
Effect/Bullet/179;0;912;780;10;13;10;13;0.5;0.5
Effect/Bullet/180;0;970;889;7;7;7;7;0.5;0.5
Effect/Bullet/181;0;989;881;7;7;7;7;0.5;0.5
Effect/Bullet/182;0;1011;824;8;8;8;8;0.5;0.5
Effect/Bullet/183;0;875;883;9;9;9;9;0.5;0.5
Effect/Bullet/184;0;1009;846;10;10;10;10;0.5;0.5
Effect/Bullet/185;0;980;888;7;7;7;7;0.5;0.5
Effect/Bullet/186;0;864;857;11;11;11;11;0.5;0.5
Effect/Bullet/187;0;403;891;12;12;12;12;0.5;0.5
Effect/Bullet/188;0;881;766;13;13;13;13;0.5;0.5
Effect/Bullet/189;0;882;781;13;13;13;13;0.5;0.5
Effect/Bullet/190;0;886;796;13;13;13;13;0.5;0.5
Effect/Bullet/191;0;858;751;14;14;14;14;0.5;0.5
Effect/Bullet/192;0;864;870;11;11;11;11;0.5;0.5
Effect/Bullet/193;0;996;831;11;11;11;11;0.5;0.5
Effect/Bullet/194;0;996;844;11;11;11;11;0.5;0.5
Effect/Bullet/195;0;878;852;11;11;11;11;0.5;0.5
Effect/Bullet/196;0;891;852;11;11;11;11;0.5;0.5
Effect/Bullet/197;0;904;852;11;11;11;11;0.5;0.5
Effect/Bullet/198;0;989;890;7;7;7;7;0.5;0.5
Effect/Bullet/199;0;877;865;11;11;11;11;0.5;0.5
Effect/Bullet/200;0;890;865;11;11;11;11;0.5;0.5
Effect/Bullet/201;0;950;881;8;8;8;8;0.5;0.5
Effect/Bullet/202;0;1004;140;15;15;15;15;0.5;0.5
Effect/Bullet/203;0;886;811;13;13;13;13;0.5;0.5
Effect/Bullet/204;0;901;736;13;13;13;13;0.5;0.5
Effect/Bullet/205;0;916;738;13;13;13;13;0.5;0.5
Effect/Bullet/206;0;901;751;13;13;13;13;0.5;0.5
Effect/Bullet/207;0;916;753;13;13;13;13;0.5;0.5
Effect/Bullet/208;0;896;766;13;13;13;13;0.5;0.5
Effect/Bullet/209;0;950;891;8;8;8;8;0.5;0.5
Effect/Bullet/210;0;858;722;13;8;13;8;0.5;0.5
Effect/Bullet/211;0;899;552;13;22;13;22;0.5;0.5
Effect/Bullet/212;0;873;741;13;8;13;8;0.5;0.5
Effect/Bullet/213;0;966;700;19;8;19;8;0.5;0.5
Effect/Bullet/214;0;986;681;18;17;18;17;0.5;0.5
Effect/Bullet/215;0;987;700;19;8;19;8;0.5;0.5
Effect/Bullet/216;0;989;250;30;8;30;8;0.5;0.5
Effect/Bullet/217;0;676;834;13;10;13;10;0.5;0.5
Effect/Bullet/218;1;986;769;13;10;10;13;0.5;0.5
Effect/Bullet/219;0;998;881;7;7;7;7;0.5;0.5
Effect/Bullet/220;0;897;781;13;13;13;13;0.5;0.5
Effect/Bullet/221;1;232;875;22;13;13;22;0.5;0.5
Effect/Bullet/222;0;901;796;13;13;13;13;0.5;0.5
Effect/Bullet/223;1;924;781;13;10;10;13;0.5;0.5
Effect/Bullet/224;0;901;811;13;13;13;13;0.5;0.5
Effect/Bullet/225;0;899;702;18;17;18;17;0.5;0.5
Effect/Bullet/226;0;931;724;13;13;13;13;0.5;0.5
Effect/Bullet/227;1;939;781;13;10;10;13;0.5;0.5
Effect/Bullet/228;0;931;739;13;13;13;13;0.5;0.5
Effect/Bullet/229;0;931;754;13;13;13;13;0.5;0.5
Effect/Bullet/230;1;954;781;13;10;10;13;0.5;0.5
Effect/Bullet/231;0;998;890;7;7;7;7;0.5;0.5
Effect/Bullet/232;0;946;729;13;13;13;13;0.5;0.5
Effect/Bullet/233;0;249;890;8;13;8;13;0.5;0.5
Effect/Bullet/234;1;35;875;59;13;13;59;0.5;0.5
Effect/Bullet/235;1;976;759;13;8;8;13;0.5;0.5
Effect/Bullet/236;0;919;704;18;17;18;17;0.5;0.5
Effect/Bullet/237;1;991;759;13;8;8;13;0.5;0.5
Effect/Bullet/238;0;916;795;8;13;8;13;0.5;0.5
Effect/Bullet/239;0;916;810;8;13;8;13;0.5;0.5
Effect/Bullet/240;0;1006;686;13;10;13;10;0.5;0.5
Effect/Bullet/241;0;490;891;13;10;13;10;0.5;0.5
Effect/Bullet/242;0;911;768;13;10;13;10;0.5;0.5
Effect/Bullet/243;0;960;880;8;8;8;8;0.5;0.5
Effect/Bullet/244;0;926;769;13;10;13;10;0.5;0.5
Effect/Bullet/245;0;941;769;13;10;13;10;0.5;0.5
Effect/Bullet/246;0;956;769;13;10;13;10;0.5;0.5
Effect/Bullet/247;0;950;710;18;17;18;17;0.5;0.5
Effect/Bullet/248;1;35;890;59;13;13;59;0.5;0.5
Effect/Bullet/249;0;971;769;13;10;13;10;0.5;0.5
Effect/Bullet/250;0;991;793;8;13;8;13;0.5;0.5
Effect/Bullet/251;1;926;819;13;8;8;13;0.5;0.5
Effect/Bullet/252;1;941;819;13;8;8;13;0.5;0.5
Effect/Bullet/253;1;956;819;13;8;8;13;0.5;0.5
Effect/Bullet/254;1;971;819;13;8;8;13;0.5;0.5
Effect/Bullet/255;0;884;894;9;9;9;9;0.5;0.5
Effect/Bullet/256;0;960;890;8;8;8;8;0.5;0.5
Effect/Bullet/257;0;946;759;13;8;13;8;0.5;0.5
Effect/Bullet/258;0;970;710;18;17;18;17;0.5;0.5
Effect/Bullet/259;0;382;895;19;8;19;8;0.5;0.5
Effect/Bullet/260;0;827;711;30;8;30;8;0.5;0.5
Effect/Bullet/261;0;1004;79;13;59;13;59;0.5;0.5
Effect/Bullet/262;0;946;744;13;13;13;13;0.5;0.5
Effect/Bullet/263;0;1004;174;8;30;8;30;0.5;0.5
Effect/Bullet/264;0;549;859;8;30;8;30;0.5;0.5
Effect/Bullet/265;0;676;802;8;30;8;30;0.5;0.5
Effect/Bullet/266;0;991;334;8;30;8;30;0.5;0.5
Effect/Bullet/267;0;955;868;10;10;10;10;0.5;0.5
Effect/Bullet/268;0;903;865;11;11;11;11;0.5;0.5
Effect/Bullet/269;0;970;879;8;8;8;8;0.5;0.5
Effect/Bullet/270;0;978;868;9;9;9;9;0.5;0.5
Effect/Bullet/271;0;917;855;11;11;11;11;0.5;0.5
Effect/Bullet/272;0;886;878;9;9;9;9;0.5;0.5
Effect/Bullet/273;0;930;855;11;11;11;11;0.5;0.5
Effect/Bullet/274;1;96;875;59;13;13;59;0.5;0.5
Effect/Bullet/275;0;897;878;9;9;9;9;0.5;0.5
Effect/Bullet/276;0;943;855;11;11;11;11;0.5;0.5
Effect/Bullet/277;0;895;889;9;9;9;9;0.5;0.5
Effect/Bullet/278;0;468;872;17;17;17;17;0.5;0.5
Effect/Bullet/279;0;956;855;11;11;11;11;0.5;0.5
Effect/Bullet/280;0;961;759;13;8;13;8;0.5;0.5
Effect/Bullet/281;0;487;872;17;17;17;17;0.5;0.5
Effect/Bullet/282;0;823;732;17;17;17;17;0.5;0.5
Effect/Bullet/283;0;823;751;17;17;17;17;0.5;0.5
Effect/Bullet/284;0;826;787;17;17;17;17;0.5;0.5
Effect/Bullet/285;1;564;375;17;10;10;17;0.5;0.5
Effect/Bullet/286;0;1009;386;10;17;10;17;0.5;0.5
Effect/Bullet/287;0;686;802;6;10;6;10;0.5;0.5
Effect/Bullet/288;0;1009;405;10;17;10;17;0.5;0.5
Effect/Bullet/289;0;1009;424;10;17;10;17;0.5;0.5
Effect/Bullet/290;0;918;575;10;17;10;17;0.5;0.5
Effect/ChunkySplinter;0;915;368;82;82;128;128;0.5365853658536586;0.47560975609756095
Effect/Cloud;1;389;487;121;128;128;128;0.5;0.49586776859504134
Effect/DenseRain;0;1;1;453;484;512;512;0.5011037527593819;0.49173553719008267
Effect/ExplosionA/0;0;930;619;37;35;64;64;0.4864864864864865;0.4857142857142857
Effect/ExplosionA/1;1;506;859;41;44;64;64;0.4772727272727273;0.4878048780487805
Effect/ExplosionA/2;0;575;797;50;47;64;64;0.48;0.48936170212765956
Effect/ExplosionA/3;1;827;602;50;54;64;64;0.48148148148148145;0.48
Effect/ExplosionA/4;1;575;738;54;57;64;64;0.47368421052631576;0.48148148148148145
Effect/ExplosionA/5;0;631;744;61;56;64;64;0.47540983606557374;0.48214285714285715
Effect/ExplosionA/6;0;512;738;61;58;64;64;0.47540983606557374;0.4827586206896552
Effect/ExplosionA/7;0;696;726;62;58;64;64;0.4838709677419355;0.4827586206896552
Effect/ExplosionA/8;1;787;491;60;63;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/9;0;849;490;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/10;0;914;514;63;59;64;64;0.49206349206349204;0.4745762711864407
Effect/ExplosionA/11;0;631;682;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/12;0;697;602;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/13;0;915;452;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/14;0;762;602;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/15;0;697;664;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/16;0;762;664;63;60;64;64;0.49206349206349204;0.48333333333333334
Effect/ExplosionA/17;0;760;726;61;60;64;64;0.47540983606557374;0.48333333333333334
Effect/ExplosionA/18;0;506;798;59;59;64;64;0.4576271186440678;0.4745762711864407
Effect/ExplosionA/19;1;694;786;59;58;64;64;0.46551724137931033;0.4745762711864407
Effect/ExplosionA/20;0;743;848;50;55;64;64;0.48;0.45454545454545453
Effect/ExplosionA/21;1;627;802;47;42;64;64;0.47619047619047616;0.46808510638297873
Effect/ExplosionA/22;1;321;874;35;26;64;64;0.5;0.4
Effect/ExplosionB/0;0;975;593;32;32;32;32;0.5;0.5
Effect/ExplosionB/1;1;259;874;31;29;32;32;0.4482758620689655;0.5161290322580645
Effect/ExplosionB/2;0;991;260;23;23;32;32;0.4782608695652174;0.5217391304347826
Effect/ExplosionB/3;0;292;874;27;29;32;32;0.48148148148148145;0.4827586206896552
Effect/ExplosionB/4;0;969;627;32;32;32;32;0.5;0.5
Effect/ExplosionB/5;0;989;206;30;32;32;32;0.5;0.5
Effect/ExplosionB/6;1;1;875;32;28;32;32;0.4642857142857143;0.5
Effect/ExplosionB/7;0;358;874;22;26;32;32;0.5;0.6153846153846154
Effect/ExplosionB/8;0;991;285;21;23;32;32;0.47619047619047616;0.6521739130434783
Effect/ExplosionB/9;1;991;310;21;22;32;32;0.5;0.7142857142857143
Effect/ExplosionB/10;0;899;576;17;19;32;32;0.47058823529411764;0.7894736842105263
Effect/Fire/0;0;583;375;105;110;128;128;0.4666666666666667;0.4909090909090909
Effect/Fire/1;0;780;261;107;111;128;128;0.45794392523364486;0.4864864864864865
Effect/Fire/2;0;690;374;113;115;128;128;0.4778761061946903;0.48695652173913045
Effect/Fire/3;0;456;259;65;128;128;128;0.47692307692307695;0.5
Effect/Fire/4;0;934;79;68;125;128;128;0.4411764705882353;0.488
Effect/FireSmoke;1;934;1;85;76;128;128;0.5394736842105263;0.49411764705882355
Effect/GlassShard;0;512;487;91;128;128;128;0.45054945054945056;0.5
Effect/GoldNugget;0;653;261;125;111;128;128;0.496;0.5135135135135135
Effect/GreenGlow;0;259;487;128;128;128;128;0.5;0.5
Effect/Leaf/0;0;544;1;128;128;128;128;0.5;0.5
Effect/Leaf/1;0;674;1;128;128;128;128;0.5;0.5
Effect/Leaf/2;1;389;617;121;128;128;128;0.5;0.47107438016528924
Effect/LongSplinter;1;131;745;126;128;128;128;0.5;0.49206349206349204
Effect/MuzzleFlash/0;1;389;747;115;123;128;128;0.4878048780487805;0.5304347826086957
Effect/MuzzleFlash/1;0;804;1;128;128;128;128;0.5;0.5
Effect/MuzzleFlash/2;0;456;389;125;96;128;128;0.488;0.4895833333333333
Effect/MuzzleFlash/3;0;670;491;115;109;128;128;0.5043478260869565;0.5137614678899083
Effect/MuzzleFlash/4;0;805;374;108;114;128;128;0.4722222222222222;0.5526315789473685
Effect/MuzzleFlash/5;0;456;1;86;256;128;256;0.5232558139534884;0.5
Effect/MuzzleFlash/6;1;512;617;117;119;128;128;0.4957983193277311;0.5042735042735043
Effect/RainbowBubble;0;1;487;256;256;256;256;0.5;0.5
Effect/RedGlow;0;259;617;128;128;128;128;0.5;0.5
Effect/RisingSmoke;0;605;487;63;127;128;128;0.6349206349206349;0.49606299212598426
Effect/Smoke;0;259;747;128;125;128;128;0.5;0.488
Effect/Snowflake;0;523;261;128;112;128;128;0.5;0.5
Effect/Stone;0;804;131;128;127;128;128;0.5;0.5039370078740157
Effect/WhiteGlow;0;544;131;128;128;128;128;0.5;0.5
Effect/WhitePuff/0;1;755;788;59;58;64;64;0.4482758620689655;0.5423728813559322
Effect/WhitePuff/1;1;567;846;58;57;64;64;0.43859649122807015;0.5344827586206896
Effect/WhitePuff/2;1;627;846;56;57;64;64;0.43859649122807015;0.5357142857142857
Effect/WhitePuff/3;1;685;848;56;55;64;64;0.43636363636363634;0.5357142857142857
Effect/WhitePuff/4;0;795;848;54;54;64;64;0.42592592592592593;0.5370370370370371
Effect/WhitePuff/5;0;934;206;53;52;64;64;0.4339622641509434;0.5384615384615384
Effect/WhitePuff/6;1;827;658;50;51;64;64;0.43137254901960786;0.54
Effect/WhitePuff/7;0;879;602;49;50;64;64;0.42857142857142855;0.54
Effect/WhitePuff/8;0;849;552;48;48;64;64;0.4166666666666667;0.5416666666666666
Effect/WhitePuff/9;0;879;654;46;46;64;64;0.41304347826086957;0.5434782608695652
Effect/WhitePuff/10;0;787;556;45;44;64;64;0.4222222222222222;0.5454545454545454
Effect/WhitePuff/11;0;930;575;43;42;64;64;0.4186046511627907;0.5476190476190477
Effect/WhitePuff/12;1;979;514;40;41;64;64;0.4146341463414634;0.55
Effect/WhitePuff/13;0;980;452;39;38;64;64;0.41025641025641024;0.5526315789473685
Effect/WhitePuff/14;0;927;656;37;36;64;64;0.40540540540540543;0.5555555555555556
Effect/WhitePuff/15;0;979;557;35;34;64;64;0.4;0.5588235294117647
Effect/WhitePuff/16;0;879;602;49;50;64;64;0.42857142857142855;0.54
Effect/WhitePuff/17;1;567;846;58;57;64;64;0.43859649122807015;0.5344827586206896
Effect/WhiteSmoke;1;889;260;100;106;128;128;0.42452830188679247;0.56
Effect/YellowGlow;0;674;131;128;128;128;128;0.5;0.5
